0,1.6
2,1.6
2.0001,0.107
2.05,0.107
2.0501,1.6
2.1,1.6
2.1001,0.107
2.15,0.107
2.1501,1.6
2.2,1.6
2.2001,0.107
2.25,0.107
2.2501,1.6
2.3,1.6
2.3001,0.107
2.35,0.107
2.3501,1.6
2.4,1.6
2.4001,0.107
2.45,0.107
2.4501,1.6
2.5,1.6
2.5001,0.107
2.55,0.107
2.5501,1.6
2.6,1.6
2.6001,0.107
2.65,0.107
2.6501,1.6
2.7,1.6
2.7001,0.107
2.75,0.107
2.7501,1.6
2.8,1.6
2.8001,0.107
2.85,0.107
2.8501,1.6
2.9,1.6
2.9001,0.107
2.95,0.107
2.9501,1.6
3,1.6
3.0001,0.107
3.05,0.107
3.0501,1.6
3.1,1.6
3.1001,0.107
3.15,0.107
3.1501,1.6
3.2,1.6
3.2001,0.107
3.25,0.107
3.2501,1.6
3.3,1.6
3.3001,0.107
3.35,0.107
3.3501,1.6
3.4,1.6
3.4001,0.107
3.45,0.107
3.4501,1.6
3.5,1.6
3.5001,0.107
3.55,0.107
3.5501,1.6
3.6,1.6
3.6001,0.107
3.65,0.107
3.6501,1.6
3.7,1.6
3.7001,0.107
3.75,0.107
3.7501,1.6
3.8,1.6
3.8001,0.107
3.85,0.107
3.8501,1.6
3.9,1.6
3.9001,0.107
3.95,0.107
3.9501,1.6
4,1.6
4.0001,0.107
4.05,0.107
4.0501,1.6
4.1,1.6
4.1001,0.107
4.15,0.107
4.1501,1.6
4.2,1.6
4.2001,0.107
4.25,0.107
4.2501,1.6
4.3,1.6
4.3001,0.107
4.35,0.107
4.3501,1.6
4.4,1.6
4.4001,0.107
4.45,0.107
4.4501,1.6
4.5,1.6
4.5001,0.107
4.55,0.107
4.5501,1.6
4.6,1.6
4.6001,0.107
4.65,0.107
4.6501,1.6
4.7,1.6
4.7001,0.107
4.75,0.107
4.7501,1.6
4.8,1.6
4.8001,0.107
4.85,0.107
4.8501,1.6
4.9,1.6
4.9001,0.107
4.95,0.107
4.9501,1.6
5,1.6
5.0001,0.107
5.05,0.107
5.0501,1.6
5.1,1.6
5.1001,0.107
5.15,0.107
5.1501,1.6
5.2,1.6
5.2001,0.107
5.25,0.107
5.2501,1.6
5.3,1.6
5.3001,0.107
5.35,0.107
5.3501,1.6
5.4,1.6
5.4001,0.107
5.45,0.107
5.4501,1.6
5.5,1.6
5.5001,0.107
5.55,0.107
5.5501,1.6
5.6,1.6
5.6001,0.107
5.65,0.107
5.6501,1.6
5.7,1.6
5.7001,0.107
5.75,0.107
5.7501,1.6
5.8,1.6
5.8001,0.107
5.85,0.107
5.8501,1.6
5.9,1.6
5.9001,0.107
5.95,0.107
5.9501,1.6
6,1.6
6.0001,0.107
6.05,0.107
6.0501,1.6
6.1,1.6
6.1001,0.107
6.15,0.107
6.1501,1.6
6.2,1.6
6.2001,0.107
6.25,0.107
6.2501,1.6
6.3,1.6
6.3001,0.107
6.35,0.107
6.3501,1.6
6.4,1.6
6.4001,0.107
6.45,0.107
6.4501,1.6
6.5,1.6
6.5001,0.107
6.55,0.107
6.5501,1.6
6.6,1.6
6.6001,0.107
6.65,0.107
6.6501,1.6
6.7,1.6
6.7001,0.107
6.75,0.107
6.7501,1.6
6.8,1.6
6.8001,0.107
6.85,0.107
6.8501,1.6
6.9,1.6
6.9001,0.107
6.95,0.107
6.9501,1.6
7,1.6
7.0001,0.107
7.05,0.107
7.0501,1.6
7.1,1.6
7.1001,0.107
7.15,0.107
7.1501,1.6
7.2,1.6
7.2001,0.107
7.25,0.107
7.2501,1.6
7.3,1.6
7.3001,0.107
7.35,0.107
7.3501,1.6
7.4,1.6
7.4001,0.107
7.45,0.107
7.4501,1.6
7.5,1.6
7.5001,0.107
7.55,0.107
7.5501,1.6
7.6,1.6
7.6001,0.107
7.65,0.107
7.6501,1.6
7.7,1.6
7.7001,0.107
7.75,0.107
7.7501,1.6
7.8,1.6
7.8001,0.107
7.85,0.107
7.8501,1.6
7.9,1.6
7.9001,0.107
7.95,0.107
7.9501,1.6
8,1.6
8.0001,0.107
8.05,0.107
8.0501,1.6
8.1,1.6
8.1001,0.107
8.15,0.107
8.1501,1.6
8.2,1.6
8.2001,0.107
8.25,0.107
8.2501,1.6
8.3,1.6
8.3001,0.107
8.35,0.107
8.3501,1.6
8.4,1.6
8.4001,0.107
8.45,0.107
8.4501,1.6
8.5,1.6
8.5001,0.107
8.55,0.107
8.5501,1.6
8.6,1.6
8.6001,0.107
8.65,0.107
8.6501,1.6
8.7,1.6
8.7001,0.107
8.75,0.107
8.7501,1.6
8.8,1.6
8.8001,0.107
8.85,0.107
8.8501,1.6
8.9,1.6
8.9001,0.107
8.95,0.107
8.9501,1.6
9,1.6
9.0001,0.107
9.05,0.107
9.0501,1.6
9.1,1.6
9.1001,0.107
9.15,0.107
9.1501,1.6
9.2,1.6
9.2001,0.107
9.25,0.107
9.2501,1.6
9.3,1.6
9.3001,0.107
9.35,0.107
9.3501,1.6
9.4,1.6
9.4001,0.107
9.45,0.107
9.4501,1.6
9.5,1.6
9.5001,0.107
9.55,0.107
9.5501,1.6
9.6,1.6
9.6001,0.107
9.65,0.107
9.6501,1.6
9.7,1.6
9.7001,0.107
9.75,0.107
9.7501,1.6
9.8,1.6
9.8001,0.107
9.85,0.107
9.8501,1.6
9.9,1.6
9.9001,0.107
9.95,0.107
9.9501,1.6
10,1.6
12,1.6
